customer_id,age,gender,city,income_level,loyalty_score,membership_years,total_spent,avg_purchase_value,purchase_frequency,preferred_category,last_purchase_days_ago,discount_usage_rate,online_shopper,email_open_rate,sms_response_rate,app_usage,returns_count,satisfaction_score,churn_risk,campaign_response,referral_count,preferred_payment,coupon_redeemed,seasonal_spender,weekend_shopper,avg_cart_size,store_visits_per_month,website_visits_per_month,app_sessions_per_month,customer_segment,preferred_channel,complaints_count,net_promoter_score,account_age_days,has_subscription,subscription_type,days_since_last_login,engagement_score,lifetime_value_estimate,client_value,client_risk
CUST100063,31,Male,Astana,Medium,20.64,6,8520.99,114.87,21.0,Groceries,161,0.31,False,0.51,0.82,High,5.0,2.06,High,Yes,2,Online Wallet,True,False,False,12.46,12,31,37,Gold,Social Media,7,77,318,False,Premium,260,96.08,11082.82,175873.2336,0.22727272727272727
CUST100064,34,Female,Almaty,Low,77.11,3,7848.32,271.82,13.0,Groceries,166,0.44,True,0.92,0.0,Low,12.0,2.51,Low,No,5,Online Wallet,True,False,False,14.58,7,12,5,Bronze,Email,0,83,357,False,Premium,318,90.82,9639.98,605183.9552,0.8571428571428571
CUST100065,53,Female,Karaganda,High,96.47,9,1575.57,13.85,21.0,Electronics,131,0.54,True,0.85,0.48,Low,19.0,2.07,High,Yes,1,Card,False,True,True,11.53,0,21,10,Gold,Social Media,0,-67,893,True,Basic,52,88.55,1502.25,151995.23789999998,0.8636363636363636
CUST100067,57,Female,Astana,Medium,81.83,9,2218.31,91.69,26.0,Electronics,297,0.26,False,0.13,0.95,Medium,11.0,2.15,Medium,No,0,Card,True,True,True,7.0,6,7,13,Bronze,SMS,8,-26,1790,True,Basic,197,64.09,9887.42,181524.3073,0.4074074074074074
CUST100069,19,Female,Shymkent,Low,67.96,1,7417.84,340.77,31.0,Clothing,342,0.75,True,0.48,0.26,Low,4.0,2.48,Low,Yes,5,Online Wallet,False,True,False,9.15,11,26,29,Silver,App,5,21,590,False,Premium,86,30.05,458.33,504116.4064,0.125
CUST100071,59,Male,Karaganda,Low,58.53,4,2838.57,127.87,24.0,Beauty,287,0.7,True,0.98,0.42,Low,19.0,4.88,Low,No,9,Cash,False,True,True,12.07,5,3,34,Gold,Social Media,0,86,3366,False,Premium,27,85.67,10553.23,166141.5021,0.76
CUST100074,35,Female,Almaty,Medium,28.98,4,8284.93,214.1,26.0,Clothing,52,0.53,True,0.35,0.12,Medium,13.0,2.38,Medium,No,7,Cash,True,True,False,17.34,12,45,33,Bronze,SMS,6,64,3485,True,0,318,85.61,18300.7,240097.2714,0.48148148148148145
CUST100076,61,Male,Shymkent,Medium,84.07,8,3449.33,287.73,18.0,Beauty,146,0.35,False,0.01,0.63,High,6.0,2.56,Low,Yes,4,Card,True,True,False,16.97,8,29,32,Bronze,Email,1,-73,2748,True,Premium,55,51.46,4384.26,289985.17309999996,0.3157894736842105
CUST100079,53,Male,Almaty,High,54.75,8,3612.53,294.46,12.0,Beauty,77,0.34,True,0.16,0.05,Medium,17.0,1.02,Low,No,6,Online Wallet,False,True,False,14.43,10,0,35,Gold,Social Media,7,1,782,False,Premium,338,21.6,15198.93,197786.01750000002,1.3076923076923077
CUST100080,31,Female,Shymkent,Low,84.0,7,7219.11,362.99,21.0,Beauty,332,0.75,False,0.98,0.61,Medium,5.0,1.9,Low,No,5,Cash,False,True,False,5.81,3,5,4,Silver,App,2,68,2589,False,0,300,5.4,3815.44,606405.24,0.22727272727272727
CUST100081,48,Female,Shymkent,Low,43.32,8,7181.6,206.36,23.0,Beauty,122,0.68,True,0.72,0.6,High,8.0,1.15,High,Yes,4,Card,True,True,False,14.75,11,38,28,Silver,Social Media,9,13,224,False,Basic,299,90.39,4222.01,311106.912,0.3333333333333333
CUST100084,25,Female,Shymkent,High,95.45,1,9055.8,185.95,15.0,Electronics,8,0.78,True,0.18,0.12,Medium,18.0,4.82,Medium,No,2,Online Wallet,True,False,False,10.85,6,5,27,Gold,SMS,6,0,1269,False,0,94,38.47,3975.56,864376.11,1.125
CUST100086,40,Male,Shymkent,Low,40.84,8,3955.9,223.32,34.0,Electronics,317,0.47,True,0.29,0.57,High,15.0,2.81,High,No,2,Card,True,False,False,7.65,4,10,26,Silver,Social Media,5,-76,3649,True,0,77,31.09,158.93,161558.956,0.42857142857142855
CUST100089,33,Male,Karaganda,Low,34.5,6,6614.46,129.25,41.0,Electronics,345,0.59,False,0.53,0.5,High,4.0,1.43,High,No,5,Card,False,True,False,16.33,12,17,9,Silver,App,5,-59,764,True,Basic,320,45.1,14285.82,228198.87,0.09523809523809523
CUST100090,62,Male,Shymkent,Medium,94.06,2,9460.38,37.66,12.0,Beauty,67,0.93,False,0.42,0.76,Medium,9.0,4.51,High,Yes,8,Online Wallet,True,True,False,6.82,4,27,29,Silver,App,2,16,3479,True,0,122,97.26,16669.79,889843.3428,0.6923076923076923
CUST100093,41,Male,Astana,High,84.14,2,6542.11,133.78,24.0,Electronics,310,0.38,False,0.41,0.93,High,17.0,2.79,High,No,3,Card,False,True,False,15.75,10,10,30,Silver,Email,7,-89,1876,False,Basic,132,97.77,18018.98,550453.1354,0.68
CUST100094,43,Female,Almaty,Low,27.71,7,9453.04,174.67,31.0,Groceries,171,0.38,True,0.71,0.31,Medium,13.0,4.65,Medium,Yes,5,Online Wallet,False,False,True,14.2,12,7,25,Platinum,Social Media,2,96,1604,False,0,176,81.91,19679.23,261943.73840000003,0.40625
CUST100096,62,Female,Karaganda,High,91.48,7,9342.2,341.79,44.0,Beauty,312,0.97,True,0.57,0.32,High,3.0,2.36,Medium,Yes,5,Cash,True,False,True,10.79,2,35,18,Platinum,Email,5,83,2038,True,Basic,222,42.42,17982.56,854624.4560000001,0.06666666666666667
CUST100097,58,Male,Karaganda,Low,76.4,8,6739.14,236.75,34.0,Groceries,353,0.04,False,0.95,0.0,Medium,7.0,4.45,High,Yes,6,Online Wallet,True,True,True,2.97,14,38,38,Platinum,Email,9,95,1674,False,0,1,55.09,5028.43,514870.2960000001,0.2
CUST100101,18,Male,Almaty,High,41.94,7,7022.32,328.01,24.0,Clothing,192,0.71,False,0.23,0.17,High,10.0,3.93,Medium,No,6,Cash,True,True,False,3.41,0,25,4,Platinum,SMS,3,-29,3008,False,Premium,8,49.3,11590.64,294516.10079999996,0.4
CUST100102,42,Female,Almaty,High,50.42,6,5936.26,227.22,25.0,Beauty,255,0.9,True,0.87,0.99,Medium,16.0,3.4,Low,Yes,1,Online Wallet,True,True,True,3.44,11,36,24,Bronze,Social Media,1,50,423,True,Basic,65,72.75,19702.88,299306.2292,0.6153846153846154
CUST100103,24,Male,Astana,High,95.15,9,4609.88,170.75,5.0,Clothing,44,0.24,False,0.64,0.61,Medium,3.0,3.65,Medium,No,0,Card,True,True,True,12.85,14,33,36,Gold,SMS,6,-33,2443,True,Premium,260,64.3,15322.11,438630.08200000005,0.5
CUST100105,41,Male,Almaty,High,88.17,2,9081.59,390.08,18.0,Beauty,301,0.58,False,0.65,0.5,Low,19.0,4.51,Low,No,2,Card,True,True,False,2.76,5,35,0,Platinum,Email,7,-23,1448,False,Basic,223,22.46,1295.77,800723.7903,1.0
CUST100110,28,Female,Astana,Low,22.51,1,9236.69,350.72,43.0,Beauty,127,0.3,True,0.04,0.53,Low,6.0,1.8,High,No,0,Cash,True,False,True,15.15,14,35,4,Silver,Social Media,5,-81,2445,False,Premium,124,44.5,10620.19,207917.89190000002,0.13636363636363635
CUST100113,25,Male,Shymkent,Medium,60.17,8,6039.78,24.8,14.0,Groceries,189,0.82,False,0.48,0.54,Medium,13.0,3.43,Medium,Yes,5,Online Wallet,False,False,False,10.71,7,25,29,Silver,Email,1,86,674,True,Premium,242,73.45,7617.85,363413.5626,0.8666666666666667
CUST100114,52,Male,Shymkent,Medium,96.82,1,5712.84,294.6,16.0,Clothing,67,0.39,False,0.47,0.87,Medium,6.0,1.6,Low,No,1,Online Wallet,True,False,False,17.6,4,9,24,Silver,SMS,1,13,1169,False,Basic,93,42.45,13419.37,553117.1688,0.35294117647058826
CUST100115,52,Male,Almaty,Medium,85.47,8,1841.99,403.5,14.0,Beauty,163,0.19,False,0.23,0.45,Low,17.0,2.98,High,Yes,9,Online Wallet,True,False,False,13.11,1,30,16,Silver,App,8,70,2431,False,Premium,66,95.91,17561.75,157434.8853,1.1333333333333333
CUST100120,58,Male,Shymkent,High,19.97,0,9539.11,143.84,14.0,Groceries,117,0.56,True,0.19,0.62,High,10.0,1.44,Low,Yes,4,Card,False,False,False,5.29,13,22,10,Gold,Email,7,-15,2821,False,Basic,131,27.91,759.79,190496.0267,0.6666666666666666
CUST100123,26,Male,Almaty,Medium,36.53,6,7456.16,420.63,27.0,Groceries,111,0.82,False,0.81,0.8,Medium,3.0,3.6,Medium,No,7,Online Wallet,True,False,True,4.23,5,46,38,Silver,SMS,0,70,1362,True,0,334,26.62,14645.47,272373.5248,0.10714285714285714
CUST100125,29,Female,Almaty,Low,33.74,9,6878.3,39.57,10.0,Beauty,313,0.66,False,0.24,0.74,High,6.0,1.03,High,Yes,7,Cash,False,True,True,5.73,11,42,5,Gold,App,2,90,3253,False,Premium,355,13.39,11753.16,232073.84200000003,0.5454545454545454
CUST100126,51,Male,Karaganda,High,94.25,8,4790.65,135.45,48.0,Groceries,151,0.24,False,0.21,0.33,High,14.0,2.24,Low,Yes,6,Online Wallet,True,True,True,9.25,0,17,29,Silver,App,9,30,141,False,Basic,152,6.72,14739.36,451518.76249999995,0.2857142857142857
CUST100127,50,Male,Shymkent,High,99.74,7,4365.21,445.4,11.0,Beauty,58,0.11,False,0.58,0.04,High,9.0,3.27,Medium,No,2,Online Wallet,True,False,False,11.57,7,21,5,Gold,Email,7,93,2456,False,Premium,229,23.46,11242.85,435386.0454,0.75
CUST100128,65,Male,Almaty,Medium,68.57,0,6485.48,280.97,34.0,Clothing,36,0.66,False,0.39,0.09,High,19.0,2.4,Medium,Yes,9,Card,False,False,True,8.26,4,43,22,Silver,App,7,-75,1021,False,Basic,68,82.66,125.72,444709.3635999999,0.5428571428571428
CUST100129,40,Female,Karaganda,Low,57.23,0,4730.18,457.47,1.0,Beauty,103,0.59,False,0.32,0.43,High,12.0,2.52,Low,Yes,3,Card,False,False,False,6.26,0,5,16,Platinum,SMS,1,16,1806,True,0,251,2.03,4633.55,270708.2014,6.0
CUST100130,41,Male,Almaty,Medium,70.84,4,8218.13,418.05,10.0,Clothing,235,0.4,False,0.52,0.32,Medium,0.0,4.35,High,Yes,6,Card,True,True,False,18.43,8,33,11,Platinum,Email,2,42,645,True,Basic,358,50.77,14579.23,582172.3291999999,0.0
CUST100131,54,Female,Astana,High,77.17,1,9312.16,210.07,6.0,Electronics,37,0.04,False,0.56,0.47,Medium,9.0,2.67,High,No,0,Card,True,False,False,18.9,1,26,6,Gold,SMS,6,-37,1855,True,Basic,316,92.64,17518.05,718619.3872,1.2857142857142858
CUST100132,52,Female,Shymkent,High,73.9,0,5929.7,318.6,8.0,Clothing,14,0.48,True,0.23,0.52,High,3.0,4.87,Medium,Yes,4,Online Wallet,True,False,False,4.55,1,9,18,Silver,App,8,71,1688,True,0,178,13.72,11607.14,438204.83,0.3333333333333333
CUST100134,57,Female,Almaty,High,31.03,7,7794.5,374.66,6.0,Electronics,310,0.36,True,0.71,0.47,Low,2.0,1.36,Low,No,0,Cash,True,True,False,2.04,10,38,37,Bronze,Email,1,39,155,False,Basic,170,14.64,14950.57,241863.33500000002,0.2857142857142857
CUST100137,52,Male,Shymkent,Medium,34.43,4,5235.44,343.87,40.0,Clothing,238,0.51,True,0.64,0.89,Low,12.0,2.0,Medium,Yes,1,Card,True,True,False,6.84,0,0,7,Bronze,App,9,-57,619,True,Basic,32,76.5,11215.46,180256.19919999997,0.2926829268292683
CUST100138,18,Male,Shymkent,Low,78.71,5,6502.68,410.28,29.0,Beauty,294,0.19,False,0.19,0.54,Low,14.0,3.18,Low,No,2,Online Wallet,True,True,False,6.53,14,16,25,Silver,Email,4,-59,3218,True,0,2,57.55,4960.11,511825.94279999996,0.4666666666666667
CUST100139,52,Female,Astana,Medium,74.76,7,8366.48,210.05,3.0,Electronics,46,0.95,True,0.87,0.29,Low,13.0,2.04,High,Yes,5,Online Wallet,True,False,True,9.04,6,27,23,Platinum,Social Media,0,61,1127,False,0,326,68.86,17692.64,625478.0448,3.25
CUST100141,64,Female,Karaganda,Medium,29.64,6,8746.05,413.64,12.0,Groceries,176,0.64,True,0.69,0.32,Low,1.0,2.44,High,No,6,Online Wallet,False,True,False,17.73,14,41,1,Silver,Email,5,-58,2431,False,Basic,281,72.89,15023.65,259232.922,0.07692307692307693
CUST100142,31,Female,Shymkent,Medium,62.37,0,9888.13,345.04,38.0,Clothing,164,0.26,True,0.3,0.9,High,6.0,2.62,High,Yes,3,Cash,True,False,True,2.87,0,7,24,Bronze,Email,9,-25,3305,True,Basic,27,41.54,15608.46,616722.6680999999,0.15384615384615385
CUST100145,22,Female,Almaty,Low,82.84,6,4651.09,480.63,23.0,Clothing,61,0.43,True,0.75,0.48,High,1.0,1.48,Low,No,1,Card,False,True,False,11.57,0,24,28,Bronze,SMS,4,-44,1128,True,Basic,341,72.3,16844.63,385296.2956,0.041666666666666664
CUST100146,43,Male,Astana,Medium,45.27,1,6476.89,376.19,13.0,Electronics,60,0.77,False,0.1,0.61,Medium,2.0,1.93,High,Yes,8,Online Wallet,True,True,True,11.57,0,11,35,Bronze,SMS,8,57,1533,True,Basic,206,59.3,7607.58,293208.8103,0.14285714285714285
CUST100147,31,Male,Almaty,Medium,85.57,9,5121.84,114.72,4.0,Beauty,201,0.9,True,0.31,0.11,Medium,15.0,3.63,Medium,Yes,3,Online Wallet,True,True,True,6.24,10,20,24,Platinum,Social Media,6,67,729,False,0,70,45.48,17270.6,438275.8488,3.0
CUST100148,56,Female,Astana,Medium,82.36,6,6377.79,151.04,21.0,Groceries,117,0.18,False,0.57,0.97,High,7.0,2.53,High,Yes,0,Card,True,False,False,15.56,10,2,2,Gold,Social Media,9,-31,545,False,0,9,21.04,7745.11,525274.7844,0.3181818181818182
CUST100149,44,Female,Karaganda,High,89.34,8,8878.55,136.28,14.0,Clothing,7,0.3,False,0.63,0.71,Low,15.0,1.08,Medium,Yes,1,Online Wallet,True,True,True,5.46,0,3,3,Platinum,Email,4,-74,698,True,Basic,289,81.06,6057.28,793209.657,1.0
CUST100155,30,Male,Karaganda,High,79.9,4,9866.92,339.72,33.0,Clothing,305,0.43,False,0.28,0.32,Low,14.0,4.89,High,Yes,8,Card,False,True,True,17.45,12,29,11,Platinum,App,1,-45,958,False,Basic,285,67.48,7803.81,788366.908,0.4117647058823529
CUST100156,68,Female,Karaganda,High,95.12,6,9680.3,136.98,11.0,Clothing,19,0.41,True,0.48,0.71,Medium,0.0,2.12,Medium,Yes,3,Online Wallet,True,True,True,13.83,10,21,14,Gold,SMS,4,-46,3635,False,0,64,21.24,2305.34,920790.1359999999,0.0
CUST100157,49,Male,Shymkent,Low,88.96,3,2996.74,341.19,39.0,Groceries,182,0.39,False,0.51,0.02,Low,17.0,3.83,High,Yes,9,Online Wallet,False,True,False,19.22,3,11,33,Silver,SMS,0,-36,1562,False,Premium,65,79.86,3887.52,266589.99039999995,0.425
CUST100158,56,Male,Karaganda,Medium,45.73,5,8920.94,363.12,25.0,Electronics,101,0.48,False,0.16,0.88,Low,4.0,3.39,Medium,No,5,Card,True,False,False,14.29,0,48,13,Bronze,SMS,7,88,2044,False,Basic,80,73.5,12752.59,407954.5862,0.15384615384615385
CUST100161,49,Female,Shymkent,Medium,40.3,3,4081.02,388.5,24.0,Clothing,287,0.72,False,0.51,0.77,Low,1.0,1.67,High,Yes,5,Cash,True,False,False,18.37,7,38,14,Platinum,SMS,1,-29,2141,False,Premium,215,31.0,14356.68,164465.106,0.04
CUST100162,21,Male,Almaty,Medium,87.12,3,9036.31,186.84,22.0,Clothing,203,0.85,False,0.06,0.99,High,4.0,4.38,Low,No,3,Card,False,True,True,5.1,9,15,19,Bronze,Email,2,-12,298,False,0,242,55.34,3722.19,787243.3271999999,0.17391304347826086
CUST100164,54,Male,Shymkent,High,53.28,3,4237.59,359.36,48.0,Groceries,42,0.63,False,0.96,0.16,Medium,16.0,3.66,Medium,Yes,0,Card,False,False,True,14.89,5,2,9,Bronze,App,0,24,2535,True,0,305,29.94,17079.78,225778.79520000002,0.32653061224489793
