customer_id,age,gender,city,income_level,loyalty_score,membership_years,total_spent,avg_purchase_value,purchase_frequency,preferred_category,last_purchase_days_ago,discount_usage_rate,online_shopper,email_open_rate,sms_response_rate,app_usage,returns_count,satisfaction_score,churn_risk,campaign_response,referral_count,preferred_payment,coupon_redeemed,seasonal_spender,weekend_shopper,avg_cart_size,store_visits_per_month,website_visits_per_month,app_sessions_per_month,customer_segment,preferred_channel,complaints_count,net_promoter_score,account_age_days,has_subscription,subscription_type,days_since_last_login,engagement_score,lifetime_value_estimate
CUST100010,28,Female,Shymkent,Low,30.3,2,7759.5,369.01,37,Clothing,341,0.01,False,0.64,0.6,Medium,10,1.7,Medium,No,7,Cash,False,True,True,2.02,10,20,29,Gold,Social Media,3,57,1273,True,None,209,95.7,3886.63
CUST100011,28,Female,Astana,High,22.09,4,8176.76,442.38,15,Groceries,126,0.22,True,0.53,0.71,Low,3,4.53,High,No,1,Cash,False,False,False,7.54,4,19,31,Bronze,Social Media,4,-95,857,True,Basic,280,61.42,6239.85
CUST100012,41,Female,Karaganda,Medium,67.02,6,5051.59,286.98,2,Electronics,174,0.96,True,0.03,0.09,Medium,12,2.03,High,No,1,Online Wallet,True,False,True,11.31,12,45,31,Platinum,Email,7,-29,2587,True,None,76,38.88,13750.33
CUST100013,53,Male,Karaganda,High,91.47,9,6979.34,132.87,34,Electronics,57,0.5,False,0.81,0.29,Medium,19,1.21,Medium,No,1,Card,False,True,False,4.09,14,29,23,Silver,Social Media,5,81,1225,False,Premium,206,54.15,17910.11
CUST100014,57,Male,Almaty,Medium,34.82,4,868.24,425.19,20,Groceries,134,0.36,True,0.51,0.51,High,15,1.48,Low,No,4,Online Wallet,False,False,False,18.85,12,26,32,Silver,App,3,-48,1748,True,Premium,347,73.16,17675.93
CUST100015,41,Male,Almaty,Low,27.24,9,8510.33,385.15,30,Electronics,140,0.32,False,0.11,0.77,High,7,3.07,Medium,No,4,Online Wallet,True,True,True,15.05,2,28,4,Platinum,Email,9,-6,2688,False,None,246,40.24,17060.43
CUST100016,20,Female,Astana,High,22.61,1,8344.01,81.01,16,Beauty,47,0.42,False,0.19,0.34,High,19,3.5,Medium,No,3,Card,False,True,False,15.39,2,18,5,Silver,Social Media,6,10,2895,True,None,264,42.74,3015.32
CUST100017,39,Male,Almaty,Medium,25.45,5,6964.68,436.83,44,Beauty,155,0.21,True,0.66,0.5,Low,11,1.1,Medium,No,5,Cash,True,True,False,11.74,2,40,34,Bronze,Social Media,2,-99,3185,False,None,158,18.57,770.85
CUST100018,19,Female,Astana,Low,13.49,6,9171.64,480.14,4,Clothing,183,0.75,True,0.08,0.5,High,4,3.81,Low,Yes,8,Cash,False,False,True,7.02,11,18,9,Bronze,Social Media,6,-100,2971,True,None,68,2.98,8436.63
CUST100019,41,Female,Astana,Medium,59.68,1,571.58,271.18,31,Beauty,215,0.51,True,0.87,0.93,High,16,1.3,Low,No,4,Cash,True,False,False,18.93,2,32,28,Platinum,Email,8,83,1814,False,Premium,264,75.37,6870.52
CUST100020,61,Male,Astana,High,28.08,9,2386.54,23.99,26,Clothing,162,0.75,True,0.79,0.85,High,2,3.6,High,No,5,Cash,True,True,False,14.46,2,3,9,Bronze,Email,4,-36,1758,True,None,183,71.97,19291.27
CUST100021,47,Female,Almaty,High,61.49,7,3689.2,458.23,41,Clothing,124,0.25,False,0.31,0.86,High,0,1.24,Medium,No,0,Card,True,True,True,12.15,9,12,16,Silver,Social Media,5,47,611,False,None,349,80.86,9659.39
CUST100022,55,Male,Shymkent,Medium,8.3,4,1670.03,65.77,12,Beauty,310,0.0,False,0.88,0.17,Medium,15,2.2,Medium,Yes,4,Cash,True,False,False,11.62,7,44,2,Platinum,Email,6,7,1332,True,Basic,5,27.37,11160.21
CUST100023,19,Female,Astana,Low,11.55,7,8166.79,318.4,2,Groceries,352,0.97,False,0.89,0.9,High,2,4.54,High,No,5,Card,False,True,True,8.91,4,26,0,Gold,App,6,31,424,False,Premium,216,83.72,10932.98
CUST100024,38,Female,Shymkent,Low,53.61,2,7596.21,203.45,8,Groceries,136,0.51,True,0.84,0.39,Low,16,4.84,High,No,0,Card,False,True,False,13.63,11,24,37,Silver,App,8,-70,2479,True,None,168,66.87,4719.0
CUST100025,50,Male,Karaganda,Low,51.15,1,7755.2,496.06,14,Clothing,115,0.08,True,0.31,0.54,Low,3,1.21,High,No,6,Cash,True,False,True,13.07,9,31,36,Silver,SMS,9,47,487,True,Basic,353,32.88,14805.74
CUST100026,29,Female,Almaty,Low,27.15,6,2983.81,459.0,24,Groceries,129,0.1,True,0.66,0.61,High,2,4.29,Low,No,3,Online Wallet,True,False,True,10.92,7,34,28,Silver,Email,0,8,2165,False,Basic,136,77.44,3871.81
CUST100027,39,Female,Almaty,Medium,82.71,4,7650.59,393.33,43,Electronics,277,0.43,False,0.45,0.43,Medium,0,3.4,Low,No,5,Cash,False,False,True,9.73,11,21,29,Bronze,App,4,-1,950,False,None,220,26.3,14294.29
CUST100028,61,Female,Shymkent,High,18.7,4,1318.27,103.64,40,Groceries,212,0.7,True,0.54,0.34,Low,5,4.74,Medium,Yes,4,Online Wallet,True,True,False,1.09,1,34,17,Gold,App,5,63,2343,True,Premium,88,35.85,17678.64
CUST100029,42,Female,Karaganda,Medium,36.07,7,1157.32,351.1,41,Electronics,279,0.4,False,0.41,0.25,High,10,2.55,Low,Yes,3,Cash,True,True,False,19.36,10,20,32,Bronze,Social Media,6,-99,1790,False,Basic,134,74.21,3739.58
CUST100030,66,Female,Karaganda,High,55.55,8,5882.17,288.21,25,Beauty,205,0.82,True,0.0,0.51,Low,7,3.74,Medium,No,4,Card,False,True,True,17.65,2,26,7,Gold,App,0,79,2511,True,Premium,118,75.19,12334.01
CUST100031,44,Female,Astana,High,86.72,7,581.82,72.0,7,Clothing,309,0.33,True,0.01,0.84,Medium,5,1.34,High,No,2,Online Wallet,False,False,True,10.32,0,29,38,Silver,SMS,7,83,675,False,None,152,45.64,3872.15
CUST100032,59,Female,Almaty,Medium,41.86,9,9392.64,398.37,32,Clothing,224,0.05,True,0.77,0.77,Low,4,2.21,High,Yes,8,Card,True,False,False,3.36,11,31,31,Gold,Social Media,7,99,1429,False,Premium,69,67.16,19184.02
CUST100033,45,Female,Karaganda,Medium,39.86,1,3355.58,47.8,23,Clothing,185,0.01,True,0.95,0.51,High,4,2.86,High,No,0,Online Wallet,True,True,True,6.04,5,39,5,Platinum,Email,5,24,3203,True,Basic,273,82.28,14947.5
CUST100034,33,Male,Karaganda,Low,57.95,9,4822.62,243.4,46,Groceries,185,0.86,True,0.23,0.34,Low,17,2.73,High,No,8,Card,True,True,True,1.9,11,25,38,Platinum,Social Media,7,-15,562,True,Basic,338,95.84,4589.9
CUST100035,32,Male,Astana,High,31.67,6,8150.97,216.15,39,Clothing,332,0.98,True,0.54,0.01,High,9,4.1,Low,Yes,4,Cash,False,True,True,4.15,4,29,39,Bronze,Email,7,-70,3145,True,Basic,253,89.67,7431.17
CUST100036,64,Female,Astana,Low,70.92,4,4060.52,404.07,26,Groceries,62,0.13,True,0.31,0.21,Medium,13,1.39,High,Yes,6,Card,False,False,False,8.16,14,13,19,Platinum,Email,0,-93,1064,False,Basic,110,74.09,4417.36
CUST100037,68,Female,Shymkent,Low,24.87,6,4363.39,216.65,42,Clothing,190,0.06,True,0.48,0.19,High,14,1.24,High,Yes,9,Online Wallet,True,False,False,14.31,11,36,38,Bronze,SMS,6,34,2625,True,Basic,195,3.57,3573.84
CUST100038,61,Male,Almaty,Medium,82.32,2,3544.65,348.68,7,Electronics,363,0.91,True,0.12,0.59,Low,14,1.34,High,Yes,6,Card,False,True,True,16.94,0,34,20,Bronze,SMS,5,36,2614,True,Premium,131,15.75,4955.78
CUST100039,69,Female,Karaganda,Low,27.24,3,3582.06,241.74,47,Groceries,299,0.1,False,0.73,0.92,High,4,1.01,Low,No,3,Cash,False,True,False,1.6,13,35,22,Gold,Email,9,16,1165,True,None,211,77.5,18052.18
CUST100040,20,Male,Shymkent,Low,99.27,6,4732.76,293.1,45,Electronics,74,0.23,False,0.52,0.32,Medium,1,2.18,Low,No,9,Card,True,True,True,12.57,3,27,11,Platinum,Email,2,-47,2265,False,None,52,38.01,10710.98
CUST100041,54,Male,Almaty,Low,31.65,1,9464.69,124.32,4,Electronics,193,0.8,False,0.31,0.79,High,5,4.67,High,No,1,Card,True,False,False,2.91,6,43,2,Platinum,Email,7,52,1441,False,Premium,354,72.81,5936.74
CUST100042,68,Male,Shymkent,Medium,87.88,1,9366.58,105.21,44,Beauty,228,1.0,False,0.66,0.33,High,9,3.78,High,No,0,Card,True,False,True,15.68,2,46,10,Silver,Social Media,9,-38,2963,False,Premium,9,1.51,2787.29
CUST100043,24,Female,Almaty,Low,39.74,0,5497.1,356.41,25,Beauty,347,0.49,False,0.51,0.96,Low,7,2.34,High,No,9,Online Wallet,True,True,False,4.53,7,48,7,Silver,SMS,6,79,2455,True,Premium,138,80.76,4641.21
CUST100044,38,Female,Almaty,Low,24.61,0,4614.0,65.55,18,Electronics,117,0.21,True,0.4,0.19,Medium,17,1.82,Low,No,6,Card,False,True,True,12.16,10,12,9,Platinum,SMS,6,99,303,False,Premium,186,96.15,9379.85
CUST100045,26,Female,Karaganda,Medium,22.62,0,8100.8,92.11,7,Clothing,194,0.85,True,0.53,0.41,High,12,3.91,Low,Yes,1,Card,False,False,True,4.75,13,34,27,Platinum,Social Media,1,-84,2051,True,Basic,337,71.64,5482.88
CUST100046,56,Male,Almaty,Medium,85.02,5,6841.2,470.77,22,Beauty,151,0.39,False,0.95,0.15,Low,6,3.78,Medium,Yes,1,Card,True,True,False,12.6,10,37,15,Platinum,Social Media,6,-53,3645,False,None,328,58.86,19847.0
CUST100047,35,Male,Astana,Medium,30.88,4,8827.48,130.4,4,Beauty,327,0.27,True,0.07,0.23,Medium,18,3.4,Low,Yes,5,Cash,False,False,False,6.33,3,48,11,Gold,SMS,1,-67,2300,False,Basic,233,86.68,2048.42
CUST100048,21,Male,Karaganda,High,33.86,9,7333.06,165.03,29,Electronics,197,0.49,True,0.92,0.11,High,3,4.49,Low,Yes,4,Online Wallet,False,False,False,8.19,5,11,39,Bronze,App,2,-20,2997,False,Basic,76,62.22,19207.96
CUST100049,42,Female,Astana,Medium,19.7,7,9528.21,318.43,24,Electronics,98,0.86,True,0.13,0.11,Medium,8,3.45,High,No,4,Card,False,True,True,8.33,13,6,18,Bronze,SMS,4,84,1007,True,Basic,326,36.16,13997.51
CUST100050,31,Male,Shymkent,High,96.13,4,8873.83,222.98,40,Electronics,119,0.23,False,0.21,0.63,Medium,6,2.45,Low,Yes,1,Online Wallet,True,False,True,14.7,1,49,37,Platinum,Social Media,9,-73,3302,False,None,203,40.61,7339.0
CUST100051,67,Male,Shymkent,Medium,24.47,0,8566.97,281.71,38,Groceries,253,0.42,True,0.98,0.78,High,9,3.94,Low,No,6,Online Wallet,False,True,False,14.25,2,14,36,Silver,App,0,-78,2071,False,Premium,134,81.85,5981.27
CUST100052,26,Female,Almaty,Medium,24.74,7,3976.33,76.57,41,Groceries,204,0.44,False,0.81,0.08,Low,19,1.95,Medium,Yes,7,Card,False,False,False,15.61,6,33,12,Gold,Social Media,1,22,2239,True,None,120,82.36,1025.49
CUST100053,43,Male,Almaty,Medium,94.39,5,3923.5,337.84,12,Groceries,361,0.83,True,0.35,0.22,Low,4,3.46,Low,Yes,0,Card,True,True,True,1.68,7,11,1,Platinum,Email,9,-1,1104,True,Premium,116,14.87,17913.96
CUST100054,19,Male,Astana,High,90.09,7,7437.91,82.51,9,Groceries,253,0.68,True,0.4,0.32,Low,6,1.15,Low,Yes,3,Card,False,True,False,1.96,7,45,13,Silver,Social Media,4,64,3378,True,None,289,59.92,15379.81
CUST100055,37,Female,Astana,Low,24.89,1,929.12,375.12,15,Groceries,158,0.78,True,0.3,0.94,High,1,2.71,High,No,8,Online Wallet,True,True,False,12.1,10,5,14,Bronze,Social Media,6,-45,3041,True,Basic,19,9.79,13043.8
CUST100056,45,Female,Astana,Medium,86.47,9,3289.92,264.19,13,Groceries,285,0.69,False,0.23,0.6,Medium,8,1.33,High,Yes,9,Online Wallet,False,False,False,18.26,10,27,24,Gold,Social Media,0,27,463,True,Basic,305,39.71,15457.08
CUST100057,64,Male,Shymkent,High,24.98,7,9329.02,409.02,30,Beauty,39,0.59,False,0.06,0.11,Low,19,4.85,Medium,Yes,5,Card,False,True,True,19.57,4,43,37,Gold,SMS,1,-21,2926,True,Premium,25,97.54,12441.61
CUST100058,24,Female,Astana,Medium,8.45,5,4556.0,90.48,35,Groceries,237,0.13,False,0.03,0.37,Low,11,1.6,High,No,0,Cash,True,False,True,19.9,1,3,23,Bronze,Social Media,8,95,661,False,Premium,188,9.51,9640.23
CUST100059,61,Male,Karaganda,Low,82.04,0,2771.99,191.88,35,Clothing,116,0.83,True,0.5,0.72,Medium,7,2.21,Low,No,5,Card,False,True,True,7.89,3,18,36,Platinum,SMS,3,91,3531,True,Basic,146,76.62,19293.11
CUST100060,25,Female,Karaganda,High,77.16,0,4816.88,424.18,26,Groceries,13,0.61,True,0.53,0.98,High,5,2.05,Low,Yes,4,Card,False,False,False,11.3,7,35,26,Platinum,Social Media,1,-59,2632,False,Basic,164,40.62,15401.63
CUST100061,64,Male,Shymkent,Medium,29.47,9,2957.04,400.36,19,Electronics,43,0.7,False,0.76,0.74,High,10,2.26,Medium,No,7,Cash,False,False,False,4.37,13,3,28,Bronze,App,6,14,1170,True,Premium,216,6.45,10711.56
CUST100062,52,Female,Astana,Medium,9.01,4,7705.78,483.05,21,Clothing,219,0.78,False,0.1,0.18,High,8,2.77,Medium,No,5,Cash,True,False,False,4.69,12,10,15,Gold,App,4,7,962,True,Premium,323,6.72,18832.07
CUST100063,31,Male,Astana,Medium,20.64,6,8520.99,114.87,21,Groceries,161,0.31,False,0.51,0.82,High,5,2.06,High,Yes,2,Online Wallet,True,False,False,12.46,12,31,37,Gold,Social Media,7,77,318,False,Premium,260,96.08,11082.82
CUST100064,34,Female,Almaty,Low,77.11,3,7848.32,271.82,13,Groceries,166,0.44,True,0.92,0.0,Low,12,2.51,Low,No,5,Online Wallet,True,False,False,14.58,7,12,5,Bronze,Email,0,83,357,False,Premium,318,90.82,9639.98
CUST100065,53,Female,Karaganda,High,96.47,9,1575.57,13.85,21,Electronics,131,0.54,True,0.85,0.48,Low,19,2.07,High,Yes,1,Card,False,True,True,11.53,0,21,10,Gold,Social Media,0,-67,893,True,Basic,52,88.55,1502.25
CUST100066,67,Female,Shymkent,Medium,25.9,4,3426.97,482.79,24,Electronics,215,0.34,False,0.53,0.35,Medium,9,4.91,High,Yes,3,Card,True,False,True,18.93,6,19,30,Silver,App,8,46,1303,True,Basic,126,44.83,18894.08
CUST100067,57,Female,Astana,Medium,81.83,9,2218.31,91.69,26,Electronics,297,0.26,False,0.13,0.95,Medium,11,2.15,Medium,No,0,Card,True,True,True,7.0,6,7,13,Bronze,SMS,8,-26,1790,True,Basic,197,64.09,9887.42
CUST100068,21,Female,Almaty,High,22.79,2,523.71,452.83,44,Clothing,138,0.78,False,0.16,0.05,Medium,4,2.21,Low,No,1,Online Wallet,False,False,True,4.24,14,29,7,Platinum,Email,9,44,2066,False,None,243,2.5,7571.67
CUST100069,19,Female,Shymkent,Low,67.96,1,7417.84,340.77,31,Clothing,342,0.75,True,0.48,0.26,Low,4,2.48,Low,Yes,5,Online Wallet,False,True,False,9.15,11,26,29,Silver,App,5,21,590,False,Premium,86,30.05,458.33
CUST100070,23,Female,Shymkent,Low,8.36,1,4340.76,468.74,30,Clothing,105,0.83,False,0.62,0.26,High,3,3.52,High,No,3,Online Wallet,False,True,True,19.55,13,29,19,Gold,Social Media,9,-27,1932,True,None,134,99.62,16239.8
CUST100071,59,Male,Karaganda,Low,58.53,4,2838.57,127.87,24,Beauty,287,0.7,True,0.98,0.42,Low,19,4.88,Low,No,9,Cash,False,True,True,12.07,5,3,34,Gold,Social Media,0,86,3366,False,Premium,27,85.67,10553.23
CUST100072,21,Male,Astana,Low,26.92,3,3144.52,175.86,32,Beauty,122,0.31,True,0.83,0.92,High,7,3.35,Medium,No,7,Card,True,False,False,2.88,5,15,2,Platinum,Social Media,3,46,2253,False,None,203,21.16,15669.89
CUST100073,46,Female,Shymkent,Low,92.58,1,1436.66,86.38,30,Beauty,305,0.33,False,0.41,0.65,High,10,4.94,High,No,9,Cash,False,True,False,7.35,4,28,35,Gold,App,8,28,3318,True,Premium,95,46.59,19244.04
CUST100074,35,Female,Almaty,Medium,28.98,4,8284.93,214.1,26,Clothing,52,0.53,True,0.35,0.12,Medium,13,2.38,Medium,No,7,Cash,True,True,False,17.34,12,45,33,Bronze,SMS,6,64,3485,True,None,318,85.61,18300.7
CUST100075,43,Male,Almaty,Medium,39.84,9,1524.85,474.01,38,Beauty,131,0.84,False,0.01,0.82,Medium,15,4.68,Low,Yes,9,Cash,True,True,True,12.64,2,37,25,Platinum,Email,2,-81,214,False,Premium,138,26.59,17863.9
CUST100076,61,Male,Shymkent,Medium,84.07,8,3449.33,287.73,18,Beauty,146,0.35,False,0.01,0.63,High,6,2.56,Low,Yes,4,Card,True,True,False,16.97,8,29,32,Bronze,Email,1,-73,2748,True,Premium,55,51.46,4384.26
CUST100077,51,Female,Almaty,High,43.83,7,173.14,210.98,41,Electronics,326,0.77,True,0.47,0.02,Low,16,3.51,Medium,No,7,Cash,False,True,True,3.06,2,20,19,Silver,SMS,1,-74,1947,False,Basic,89,25.4,12676.88
CUST100078,27,Male,Shymkent,Low,23.84,8,4420.47,165.81,49,Electronics,32,0.31,False,0.07,0.92,Low,16,1.21,High,Yes,3,Card,False,True,False,10.97,0,12,12,Platinum,App,6,99,3247,True,Basic,181,63.55,11813.6
CUST100079,53,Male,Almaty,High,54.75,8,3612.53,294.46,12,Beauty,77,0.34,True,0.16,0.05,Medium,17,1.02,Low,No,6,Online Wallet,False,True,False,14.43,10,0,35,Gold,Social Media,7,1,782,False,Premium,338,21.6,15198.93
CUST100080,31,Female,Shymkent,Low,84.0,7,7219.11,362.99,21,Beauty,332,0.75,False,0.98,0.61,Medium,5,1.9,Low,No,5,Cash,False,True,False,5.81,3,5,4,Silver,App,2,68,2589,False,None,300,5.4,3815.44
CUST100081,48,Female,Shymkent,Low,43.32,8,7181.6,206.36,23,Beauty,122,0.68,True,0.72,0.6,High,8,1.15,High,Yes,4,Card,True,True,False,14.75,11,38,28,Silver,Social Media,9,13,224,False,Basic,299,90.39,4222.01
CUST100082,65,Female,Shymkent,High,13.29,3,482.45,119.29,28,Beauty,82,0.21,True,0.45,0.61,High,15,2.69,Medium,Yes,4,Cash,False,True,True,10.53,12,30,24,Silver,Email,0,-4,256,True,Basic,110,64.42,14095.6
CUST100083,32,Male,Almaty,Medium,38.31,7,1247.05,294.58,17,Electronics,54,0.83,False,0.86,0.85,High,7,2.79,High,Yes,4,Online Wallet,True,True,True,15.27,0,12,8,Gold,SMS,1,-69,300,True,None,12,14.72,19284.06
CUST100084,25,Female,Shymkent,High,95.45,1,9055.8,185.95,15,Electronics,8,0.78,True,0.18,0.12,Medium,18,4.82,Medium,No,2,Online Wallet,True,False,False,10.85,6,5,27,Gold,SMS,6,0,1269,False,None,94,38.47,3975.56
CUST100085,31,Female,Karaganda,Medium,7.2,8,7938.8,497.19,23,Beauty,189,0.8,False,0.39,0.53,High,5,1.69,Low,Yes,6,Cash,False,True,True,14.18,2,20,8,Bronze,Email,9,-91,1574,True,Premium,143,81.42,19465.09
CUST100086,40,Male,Shymkent,Low,40.84,8,3955.9,223.32,34,Electronics,317,0.47,True,0.29,0.57,High,15,2.81,High,No,2,Card,True,False,False,7.65,4,10,26,Silver,Social Media,5,-76,3649,True,None,77,31.09,158.93
CUST100087,57,Female,Astana,Medium,64.8,2,1747.11,220.07,28,Groceries,47,0.33,False,1.0,0.4,High,17,2.23,Low,No,4,Online Wallet,False,False,True,17.66,3,0,14,Silver,SMS,4,-51,1408,False,Premium,244,60.15,15369.56
CUST100088,38,Male,Astana,Low,7.85,5,2681.73,420.54,4,Electronics,248,0.85,False,0.9,0.53,Low,12,1.24,Medium,Yes,8,Online Wallet,False,False,True,8.7,3,17,29,Bronze,Email,0,39,1921,False,None,268,81.55,12759.68
CUST100089,33,Male,Karaganda,Low,34.5,6,6614.46,129.25,41,Electronics,345,0.59,False,0.53,0.5,High,4,1.43,High,No,5,Card,False,True,False,16.33,12,17,9,Silver,App,5,-59,764,True,Basic,320,45.1,14285.82
CUST100090,62,Male,Shymkent,Medium,94.06,2,9460.38,37.66,12,Beauty,67,0.93,False,0.42,0.76,Medium,9,4.51,High,Yes,8,Online Wallet,True,True,False,6.82,4,27,29,Silver,App,2,16,3479,True,None,122,97.26,16669.79
CUST100091,35,Male,Astana,Low,3.06,4,6195.81,427.64,2,Groceries,303,0.25,False,1.0,0.15,High,1,2.59,High,Yes,6,Cash,True,False,True,10.2,6,45,33,Bronze,Email,2,-11,1179,False,Premium,167,61.69,2773.88
CUST100092,64,Male,Shymkent,Medium,75.17,0,361.81,296.57,25,Clothing,347,0.98,False,0.21,0.03,Low,7,4.06,Low,No,9,Online Wallet,False,True,False,9.42,7,3,5,Platinum,SMS,4,75,1349,False,Basic,318,21.52,9839.11
CUST100093,41,Male,Astana,High,84.14,2,6542.11,133.78,24,Electronics,310,0.38,False,0.41,0.93,High,17,2.79,High,No,3,Card,False,True,False,15.75,10,10,30,Silver,Email,7,-89,1876,False,Basic,132,97.77,18018.98
CUST100094,43,Female,Almaty,Low,27.71,7,9453.04,174.67,31,Groceries,171,0.38,True,0.71,0.31,Medium,13,4.65,Medium,Yes,5,Online Wallet,False,False,True,14.2,12,7,25,Platinum,Social Media,2,96,1604,False,None,176,81.91,19679.23
CUST100095,42,Female,Almaty,Low,21.47,2,3650.55,215.7,4,Groceries,326,0.24,False,0.7,0.79,Medium,5,3.81,Low,No,4,Cash,True,False,True,12.83,3,21,13,Bronze,App,6,93,1519,False,Basic,53,70.53,12895.95
CUST100096,62,Female,Karaganda,High,91.48,7,9342.2,341.79,44,Beauty,312,0.97,True,0.57,0.32,High,3,2.36,Medium,Yes,5,Cash,True,False,True,10.79,2,35,18,Platinum,Email,5,83,2038,True,Basic,222,42.42,17982.56
CUST100097,58,Male,Karaganda,Low,76.4,8,6739.14,236.75,34,Groceries,353,0.04,False,0.95,0.0,Medium,7,4.45,High,Yes,6,Online Wallet,True,True,True,2.97,14,38,38,Platinum,Email,9,95,1674,False,None,1,55.09,5028.43
CUST100098,46,Female,Shymkent,High,11.34,5,1979.37,200.93,6,Beauty,263,0.47,False,0.25,0.22,Low,0,1.35,Low,No,5,Card,False,True,True,6.26,11,44,18,Silver,App,0,32,1574,True,Basic,115,0.46,15510.01
CUST100099,32,Male,Karaganda,High,21.22,6,1538.53,391.33,31,Groceries,183,0.37,True,0.57,0.11,Medium,15,1.3,Medium,No,1,Cash,True,False,True,1.34,8,21,19,Gold,Email,1,-57,1192,False,None,265,14.3,17318.4
CUST100100,62,Female,Shymkent,Low,62.14,5,1845.37,40.57,39,Clothing,9,0.16,False,0.81,0.82,Medium,3,3.22,Medium,Yes,6,Cash,True,True,True,12.39,13,8,15,Platinum,SMS,7,-2,1319,False,Basic,268,44.04,18995.72
CUST100101,18,Male,Almaty,High,41.94,7,7022.32,328.01,24,Clothing,192,0.71,False,0.23,0.17,High,10,3.93,Medium,No,6,Cash,True,True,False,3.41,0,25,4,Platinum,SMS,3,-29,3008,False,Premium,8,49.3,11590.64
CUST100102,42,Female,Almaty,High,50.42,6,5936.26,227.22,25,Beauty,255,0.9,True,0.87,0.99,Medium,16,3.4,Low,Yes,1,Online Wallet,True,True,True,3.44,11,36,24,Bronze,Social Media,1,50,423,True,Basic,65,72.75,19702.88
CUST100103,24,Male,Astana,High,95.15,9,4609.88,170.75,5,Clothing,44,0.24,False,0.64,0.61,Medium,3,3.65,Medium,No,0,Card,True,True,True,12.85,14,33,36,Gold,SMS,6,-33,2443,True,Premium,260,64.3,15322.11
CUST100104,26,Female,Shymkent,Low,42.02,0,2707.21,464.15,10,Electronics,166,0.5,False,0.38,0.32,Low,15,2.04,Low,No,5,Card,True,False,True,14.21,10,41,14,Bronze,App,7,72,3307,True,Basic,291,86.61,10844.98
CUST100105,41,Male,Almaty,High,88.17,2,9081.59,390.08,18,Beauty,301,0.58,False,0.65,0.5,Low,19,4.51,Low,No,2,Card,True,True,False,2.76,5,35,0,Platinum,Email,7,-23,1448,False,Basic,223,22.46,1295.77
