customer_id,age,gender,city,income_level,loyalty_score,membership_years,total_spent,avg_purchase_value,purchase_frequency,preferred_category,last_purchase_days_ago,discount_usage_rate,online_shopper,email_open_rate,sms_response_rate,app_usage,returns_count,satisfaction_score,churn_risk,campaign_response,referral_count,preferred_payment,coupon_redeemed,seasonal_spender,weekend_shopper,avg_cart_size,store_visits_per_month,website_visits_per_month,app_sessions_per_month,customer_segment,preferred_channel,complaints_count,net_promoter_score,account_age_days,has_subscription,subscription_type,days_since_last_login,engagement_score,lifetime_value_estimate,customer_numeric_id,spend_per_purchase,return_ratio,engagement_score_custom,client_score
CUST100035,32,Male,Astana,High,31.67,6,8150.97,216.15,39,Clothing,332,0.98,True,0.54,0.01,High,9,4.1,Low,Yes,4,Cash,False,True,True,4.15,4,29,39,Bronze,Email,7,-70,3145,True,Basic,253,89.67,7431.17,100035.0,209.99923076923076,1.2307692307692308,34.0,4083.186
CUST100036,64,Female,Astana,Low,70.92,4,4060.52,404.07,26,Groceries,62,0.13,True,0.31,0.21,Medium,13,1.39,High,Yes,6,Card,False,False,False,8.16,14,13,19,Platinum,Email,0,-93,1064,False,Basic,110,74.09,4417.36,100036.0,157.17384615384614,1.5,16.0,2048.936
CUST100037,68,Female,Shymkent,Low,24.87,6,4363.39,216.65,42,Clothing,190,0.06,True,0.48,0.19,High,14,1.24,High,Yes,9,Online Wallet,True,False,False,14.31,11,36,38,Bronze,SMS,6,34,2625,True,Basic,195,3.57,3573.84,100037.0,104.8902380952381,1.3333333333333333,37.0,2186.3559999999998
CUST100038,61,Male,Almaty,Medium,82.32,2,3544.65,348.68,7,Electronics,363,0.91,True,0.12,0.59,Low,14,1.34,High,Yes,6,Card,False,True,True,16.94,0,34,20,Bronze,SMS,5,36,2614,True,Premium,131,15.75,4955.78,100038.0,507.37857142857143,3.0,27.0,1794.221
CUST100039,69,Female,Karaganda,Low,27.24,3,3582.06,241.74,47,Groceries,299,0.1,False,0.73,0.92,High,4,1.01,Low,No,3,Cash,False,True,False,1.6,13,35,22,Gold,Email,9,16,1165,True,,211,77.5,18052.18,100039.0,77.21404255319149,1.0851063829787233,28.5,1798.402
CUST100040,20,Male,Shymkent,Low,99.27,6,4732.76,293.1,45,Electronics,74,0.23,False,0.52,0.32,Medium,1,2.18,Low,No,9,Card,True,True,True,12.57,3,27,11,Platinum,Email,2,-47,2265,False,,52,38.01,10710.98,100040.0,106.17244444444445,1.0222222222222221,19.0,2395.9610000000002
CUST100041,54,Male,Almaty,Low,31.65,1,9464.69,124.32,4,Electronics,193,0.8,False,0.31,0.79,High,5,4.67,High,No,1,Card,True,False,False,2.91,6,43,2,Platinum,Email,7,52,1441,False,Premium,354,72.81,5936.74,100041.0,2367.1725,2.25,22.5,4740.84
CUST100042,68,Male,Shymkent,Medium,87.88,1,9366.58,105.21,44,Beauty,228,1.0,False,0.66,0.33,High,9,3.78,High,No,0,Card,True,False,True,15.68,2,46,10,Silver,Social Media,9,-38,2963,False,Premium,9,1.51,2787.29,100042.0,213.87681818181818,1.2045454545454546,28.0,4707.853999999999
CUST100043,24,Female,Almaty,Low,39.74,0,5497.1,356.41,25,Beauty,347,0.49,False,0.51,0.96,Low,7,2.34,High,No,9,Online Wallet,True,True,False,4.53,7,48,7,Silver,SMS,6,79,2455,True,Premium,138,80.76,4641.21,100043.0,220.88400000000001,1.28,27.5,2759.072
CUST100044,38,Female,Almaty,Low,24.61,0,4614.0,65.55,18,Electronics,117,0.21,True,0.4,0.19,Medium,17,1.82,Low,No,6,Card,False,True,True,12.16,10,12,9,Platinum,SMS,6,99,303,False,Premium,186,96.15,9379.85,100044.0,257.3333333333333,1.9444444444444444,10.5,2310.9829999999997
CUST100045,26,Female,Karaganda,Medium,22.62,0,8100.8,92.11,7,Clothing,194,0.85,True,0.53,0.41,High,12,3.91,Low,Yes,1,Card,False,False,True,4.75,13,34,27,Platinum,Social Media,1,-84,2051,True,Basic,337,71.64,5482.88,100045.0,1158.257142857143,2.7142857142857144,30.5,4054.786
CUST100046,56,Male,Almaty,Medium,85.02,5,6841.2,470.77,22,Beauty,151,0.39,False,0.95,0.15,Low,6,3.78,Medium,Yes,1,Card,True,True,False,12.6,10,37,15,Platinum,Social Media,6,-53,3645,False,,328,58.86,19847.0,100046.0,311.96363636363634,1.2727272727272727,26.0,3444.906
CUST100047,35,Male,Astana,Medium,30.88,4,8827.48,130.4,4,Beauty,327,0.27,True,0.07,0.23,Medium,18,3.4,Low,Yes,5,Cash,False,False,False,6.33,3,48,11,Gold,SMS,1,-67,2300,False,Basic,233,86.68,2048.42,100047.0,2207.87,5.5,29.5,4419.4039999999995
CUST100048,21,Male,Karaganda,High,33.86,9,7333.06,165.03,29,Electronics,197,0.49,True,0.92,0.11,High,3,4.49,Low,Yes,4,Online Wallet,False,False,False,8.19,5,11,39,Bronze,App,2,-20,2997,False,Basic,76,62.22,19207.96,100048.0,253.8641379310345,1.103448275862069,25.0,3676.088
CUST100049,42,Female,Astana,Medium,19.7,7,9528.21,318.43,24,Electronics,98,0.86,True,0.13,0.11,Medium,8,3.45,High,No,4,Card,False,True,True,8.33,13,6,18,Bronze,SMS,4,84,1007,True,Basic,326,36.16,13997.51,100049.0,398.00874999999996,1.3333333333333333,12.0,4768.414999999999
CUST100050,31,Male,Shymkent,High,96.13,4,8873.83,222.98,40,Electronics,119,0.23,False,0.21,0.63,Medium,6,2.45,Low,Yes,1,Online Wallet,True,False,True,14.7,1,49,37,Platinum,Social Media,9,-73,3302,False,,203,40.61,7339.0,100050.0,222.84575,1.15,43.0,4464.554
CUST100051,67,Male,Shymkent,Medium,24.47,0,8566.97,281.71,38,Groceries,253,0.42,True,0.98,0.78,High,9,3.94,Low,No,6,Online Wallet,False,True,False,14.25,2,14,36,Silver,App,0,-78,2071,False,Premium,134,81.85,5981.27,100051.0,226.4465789473684,1.236842105263158,25.0,4289.026
CUST100052,26,Female,Almaty,Medium,24.74,7,3976.33,76.57,41,Groceries,204,0.44,False,0.81,0.08,Low,19,1.95,Medium,Yes,7,Card,False,False,False,15.61,6,33,12,Gold,Social Media,1,22,2239,True,,120,82.36,1025.49,100052.0,97.98365853658537,1.4634146341463414,22.5,1991.787
CUST100053,43,Male,Almaty,Medium,94.39,5,3923.5,337.84,12,Groceries,361,0.83,True,0.35,0.22,Low,4,3.46,Low,Yes,0,Card,True,True,True,1.68,7,11,1,Platinum,Email,9,-1,1104,True,Premium,116,14.87,17913.96,100053.0,327.9583333333333,1.3333333333333333,6.0,1989.267
CUST100054,19,Male,Astana,High,90.09,7,7437.91,82.51,9,Groceries,253,0.68,True,0.4,0.32,Low,6,1.15,Low,Yes,3,Card,False,True,False,1.96,7,45,13,Silver,Social Media,4,64,3378,True,,289,59.92,15379.81,100054.0,827.4344444444445,1.6666666666666665,29.0,3744.782
CUST100055,37,Female,Astana,Low,24.89,1,929.12,375.12,15,Groceries,158,0.78,True,0.3,0.94,High,1,2.71,High,No,8,Online Wallet,True,True,False,12.1,10,5,14,Bronze,Social Media,6,-45,3041,True,Basic,19,9.79,13043.8,100055.0,62.94133333333333,1.0666666666666667,9.5,471.827
CUST100056,45,Female,Astana,Medium,86.47,9,3289.92,264.19,13,Groceries,285,0.69,False,0.23,0.6,Medium,8,1.33,High,Yes,9,Online Wallet,False,False,False,18.26,10,27,24,Gold,Social Media,0,27,463,True,Basic,305,39.71,15457.08,100056.0,254.07076923076923,1.6153846153846154,25.5,1669.3010000000002
CUST100057,64,Male,Shymkent,High,24.98,7,9329.02,409.02,30,Beauty,39,0.59,False,0.06,0.11,Low,19,4.85,Medium,Yes,5,Card,False,True,True,19.57,4,43,37,Gold,SMS,1,-21,2926,True,Premium,25,97.54,12441.61,100057.0,311.96733333333333,1.6333333333333333,40.0,4668.204
CUST100058,24,Female,Astana,Medium,8.45,5,4556.0,90.48,35,Groceries,237,0.13,False,0.03,0.37,Low,11,1.6,High,No,0,Cash,True,False,True,19.9,1,3,23,Bronze,Social Media,8,95,661,False,Premium,188,9.51,9640.23,100058.0,131.17142857142858,1.3142857142857143,13.0,2278.335
CUST100059,61,Male,Karaganda,Low,82.04,0,2771.99,191.88,35,Clothing,116,0.83,True,0.5,0.72,Medium,7,2.21,Low,No,5,Card,False,True,True,7.89,3,18,36,Platinum,SMS,3,91,3531,True,Basic,146,76.62,19293.11,100059.0,80.19971428571428,1.2,27.0,1409.2069999999999
CUST100060,25,Female,Karaganda,High,77.16,0,4816.88,424.18,26,Groceries,13,0.61,True,0.53,0.98,High,5,2.05,Low,Yes,4,Card,False,False,False,11.3,7,35,26,Platinum,Social Media,1,-59,2632,False,Basic,164,40.62,15401.63,100060.0,186.26461538461538,1.1923076923076923,30.5,2430.588
CUST100061,64,Male,Shymkent,Medium,29.47,9,2957.04,400.36,19,Electronics,43,0.7,False,0.76,0.74,High,10,2.26,Medium,No,7,Cash,False,False,False,4.37,13,3,28,Bronze,App,6,14,1170,True,Premium,216,6.45,10711.56,100061.0,156.63368421052633,1.526315789473684,15.5,1485.3609999999999
CUST100062,52,Female,Astana,Medium,9.01,4,7705.78,483.05,21,Clothing,219,0.78,False,0.1,0.18,High,8,2.77,Medium,No,5,Cash,True,False,False,4.69,12,10,15,Gold,App,4,7,962,True,Premium,323,6.72,18832.07,100062.0,367.94190476190477,1.380952380952381,12.5,3853.993
CUST100063,31,Male,Astana,Medium,20.64,6,8520.99,114.87,21,Groceries,161,0.31,False,0.51,0.82,High,5,2.06,High,Yes,2,Online Wallet,True,False,False,12.46,12,31,37,Gold,Social Media,7,77,318,False,Premium,260,96.08,11082.82,100063.0,406.76142857142855,1.2380952380952381,34.0,4265.687
CUST100064,34,Female,Almaty,Low,77.11,3,7848.32,271.82,13,Groceries,166,0.44,True,0.92,0.0,Low,12,2.51,Low,No,5,Online Wallet,True,False,False,14.58,7,12,5,Bronze,Email,0,83,357,False,Premium,318,90.82,9639.98,100064.0,604.7169230769231,1.9230769230769231,8.5,3944.8929999999996
CUST100065,53,Female,Karaganda,High,96.47,9,1575.57,13.85,21,Electronics,131,0.54,True,0.85,0.48,Low,19,2.07,High,Yes,1,Card,False,True,True,11.53,0,21,10,Gold,Social Media,0,-67,893,True,Basic,52,88.55,1502.25,100065.0,76.02714285714285,1.9047619047619047,15.5,812.926
CUST100066,67,Female,Shymkent,Medium,25.9,4,3426.97,482.79,24,Electronics,215,0.34,False,0.53,0.35,Medium,9,4.91,High,Yes,3,Card,True,False,True,18.93,6,19,30,Silver,App,8,46,1303,True,Basic,126,44.83,18894.08,100066.0,143.79041666666666,1.375,24.5,1719.455
CUST100067,57,Female,Astana,Medium,81.83,9,2218.31,91.69,26,Electronics,297,0.26,False,0.13,0.95,Medium,11,2.15,Medium,No,0,Card,True,True,True,7.0,6,7,13,Bronze,SMS,8,-26,1790,True,Basic,197,64.09,9887.42,100067.0,86.31961538461539,1.4230769230769231,10.0,1131.504
CUST100068,21,Female,Almaty,High,22.79,2,523.71,452.83,44,Clothing,138,0.78,False,0.16,0.05,Medium,4,2.21,Low,No,1,Online Wallet,False,False,True,4.24,14,29,7,Platinum,Email,9,44,2066,False,,243,2.5,7571.67,100068.0,12.902500000000002,1.0909090909090908,18.0,267.892
CUST100069,19,Female,Shymkent,Low,67.96,1,7417.84,340.77,31,Clothing,342,0.75,True,0.48,0.26,Low,4,2.48,Low,Yes,5,Online Wallet,False,True,False,9.15,11,26,29,Silver,App,5,21,590,False,Premium,86,30.05,458.33,100069.0,240.28516129032258,1.129032258064516,27.5,3728.508
CUST100070,23,Female,Shymkent,Low,8.36,1,4340.76,468.74,30,Clothing,105,0.83,False,0.62,0.26,High,3,3.52,High,No,3,Online Wallet,False,True,True,19.55,13,29,19,Gold,Social Media,9,-27,1932,True,,134,99.62,16239.8,100070.0,145.692,1.1,24.0,2172.288
CUST100071,59,Male,Karaganda,Low,58.53,4,2838.57,127.87,24,Beauty,287,0.7,True,0.98,0.42,Low,19,4.88,Low,No,9,Cash,False,True,True,12.07,5,3,34,Gold,Social Media,0,86,3366,False,Premium,27,85.67,10553.23,100071.0,119.27375,1.7916666666666665,18.5,1433.044
CUST100072,21,Male,Astana,Low,26.92,3,3144.52,175.86,32,Beauty,122,0.31,True,0.83,0.92,High,7,3.35,Medium,No,7,Card,True,False,False,2.88,5,15,2,Platinum,Social Media,3,46,2253,False,,203,21.16,15669.89,100072.0,99.26625,1.21875,8.5,1578.936
CUST100073,46,Female,Shymkent,Low,92.58,1,1436.66,86.38,30,Beauty,305,0.33,False,0.41,0.65,High,10,4.94,High,No,9,Cash,False,True,False,7.35,4,28,35,Gold,App,8,28,3318,True,Premium,95,46.59,19244.04,100073.0,48.88866666666667,1.3333333333333333,31.5,744.104
CUST100074,35,Female,Almaty,Medium,28.98,4,8284.93,214.1,26,Clothing,52,0.53,True,0.35,0.12,Medium,13,2.38,Medium,No,7,Cash,True,True,False,17.34,12,45,33,Bronze,SMS,6,64,3485,True,,318,85.61,18300.7,100074.0,319.6511538461539,1.5,39.0,4148.559
CUST100075,43,Male,Almaty,Medium,39.84,9,1524.85,474.01,38,Beauty,131,0.84,False,0.01,0.82,Medium,15,4.68,Low,Yes,9,Cash,True,True,True,12.64,2,37,25,Platinum,Email,2,-81,214,False,Premium,138,26.59,17863.9,100075.0,41.127631578947366,1.3947368421052633,31.0,771.377
CUST100076,61,Male,Shymkent,Medium,84.07,8,3449.33,287.73,18,Beauty,146,0.35,False,0.01,0.63,High,6,2.56,Low,Yes,4,Card,True,True,False,16.97,8,29,32,Bronze,Email,1,-73,2748,True,Premium,55,51.46,4384.26,100076.0,192.62944444444443,1.3333333333333333,30.5,1748.686
CUST100077,51,Female,Almaty,High,43.83,7,173.14,210.98,41,Electronics,326,0.77,True,0.47,0.02,Low,16,3.51,Medium,No,7,Cash,False,True,True,3.06,2,20,19,Silver,SMS,1,-74,1947,False,Basic,89,25.4,12676.88,100077.0,5.222926829268292,1.3902439024390243,19.5,96.51899999999999
CUST100078,27,Male,Shymkent,Low,23.84,8,4420.47,165.81,49,Electronics,32,0.31,False,0.07,0.92,Low,16,1.21,High,Yes,3,Card,False,True,False,10.97,0,12,12,Platinum,App,6,99,3247,True,Basic,181,63.55,11813.6,100078.0,91.21367346938776,1.3265306122448979,12.0,2214.1870000000004
CUST100079,53,Male,Almaty,High,54.75,8,3612.53,294.46,12,Beauty,77,0.34,True,0.16,0.05,Medium,17,1.02,Low,No,6,Online Wallet,False,True,False,14.43,10,0,35,Gold,Social Media,7,1,782,False,Premium,338,21.6,15198.93,100079.0,302.0441666666667,2.416666666666667,17.5,1819.29
CUST100080,31,Female,Shymkent,Low,84.0,7,7219.11,362.99,21,Beauty,332,0.75,False,0.98,0.61,Medium,5,1.9,Low,No,5,Cash,False,True,False,5.81,3,5,4,Silver,App,2,68,2589,False,,300,5.4,3815.44,100080.0,344.76714285714286,1.2380952380952381,4.5,3633.7549999999997
CUST100081,48,Female,Shymkent,Low,43.32,8,7181.6,206.36,23,Beauty,122,0.68,True,0.72,0.6,High,8,1.15,High,Yes,4,Card,True,True,False,14.75,11,38,28,Silver,Social Media,9,13,224,False,Basic,299,90.39,4222.01,100081.0,313.2434782608696,1.3478260869565217,33.0,3602.1960000000004
CUST100082,65,Female,Shymkent,High,13.29,3,482.45,119.29,28,Beauty,82,0.21,True,0.45,0.61,High,15,2.69,Medium,Yes,4,Cash,False,True,True,10.53,12,30,24,Silver,Email,0,-4,256,True,Basic,110,64.42,14095.6,100082.0,18.23035714285714,1.5357142857142856,27.0,242.212
CUST100083,32,Male,Almaty,Medium,38.31,7,1247.05,294.58,17,Electronics,54,0.83,False,0.86,0.85,High,7,2.79,High,Yes,4,Online Wallet,True,True,True,15.27,0,12,8,Gold,SMS,1,-69,300,True,,12,14.72,19284.06,100083.0,74.35588235294118,1.4117647058823528,10.0,633.618
CUST100084,25,Female,Shymkent,High,95.45,1,9055.8,185.95,15,Electronics,8,0.78,True,0.18,0.12,Medium,18,4.82,Medium,No,2,Online Wallet,True,False,False,10.85,6,5,27,Gold,SMS,6,0,1269,False,,94,38.47,3975.56,100084.0,604.7199999999999,2.2,16.0,4552.9349999999995
CUST100085,31,Female,Karaganda,Medium,7.2,8,7938.8,497.19,23,Beauty,189,0.8,False,0.39,0.53,High,5,1.69,Low,Yes,6,Cash,False,True,True,14.18,2,20,8,Bronze,Email,9,-91,1574,True,Premium,143,81.42,19465.09,100085.0,346.16521739130434,1.2173913043478262,14.0,3970.56
