customer_id,city,customer_class,churn_flag,purchase_intensity,digital_engagement,value_per_year,engagement_index,loyalty_spend,activity_value,engagement_value,weighted_loyalty
CUST100075,Almaty,Low Value,0,3.8,31.0,152.48499999999999,0.7195402298850575,60750.024000000005,18012.38,1097.19091954023,0.001197853662402803
CUST100076,Shymkent,Medium Value,0,2.0,30.5,383.25888888888886,0.5908045977011495,289985.17309999996,5179.14,2037.8800229885057,0.005717854558219528
CUST100077,Almaty,Low Value,0,5.125,19.5,21.6425,0.5678160919540229,7588.726199999999,8650.18,98.31167816091953,0.00014963259062485482
CUST100078,Shymkent,Medium Value,0,5.444444444444445,12.0,491.16333333333336,0.503448275862069,105384.00480000001,8124.6900000000005,2225.478,0.002077935246714546
CUST100079,Almaty,Medium Value,0,1.3333333333333333,17.5,401.39222222222224,0.3770114942528736,197786.01750000002,3533.5199999999995,1361.9653333333335,0.003899894845052899
CUST100080,Shymkent,High Value,1,2.625,4.5,902.38875,0.1885057471264368,606405.24,7622.79,1360.843724137931,0.01195694569000089
CUST100081,Shymkent,Medium Value,0,2.5555555555555554,33.0,797.9555555555556,0.6505747126436782,311106.912,4746.280000000001,4672.167356321839,0.006134327682537649
CUST100082,Shymkent,Low Value,0,7.0,27.0,120.6125,0.593103448275862,6411.760499999999,3340.1200000000003,286.1427586206896,0.00012642547758293272
CUST100083,Almaty,Low Value,0,2.125,10.0,155.88125,0.24597701149425286,47774.4855,5007.86,306.745632183908,0.0009420052644849097
CUST100084,Shymkent,High Value,0,7.5,16.0,4527.9,0.35862068965517246,864376.11,2789.25,3247.5972413793106,0.01704355028825977
CUST100085,Karaganda,Medium Value,0,2.5555555555555554,14.0,882.088888888889,0.3425287356321839,57159.36,11435.37,2719.2671264367814,0.0011270538546058893
CUST100086,Shymkent,Medium Value,0,3.7777777777777777,18.0,439.5444444444445,0.5149425287356323,161558.956,7592.88,2037.0611494252878,0.003185578776702595
CUST100087,Astana,Low Value,0,9.333333333333334,7.0,582.37,0.2942528735632184,113212.72799999999,6161.96,514.0921379310345,0.0022323000376989538
CUST100088,Astana,Low Value,0,0.6666666666666666,23.0,446.955,0.38390804597701156,21051.5805,1682.16,1029.5377241379313,0.0004150897586689419
CUST100089,Karaganda,Medium Value,0,5.857142857142857,13.0,944.9228571428572,0.45517241379310347,228198.87,5299.25,3010.7197241379313,0.004499567805696359
CUST100090,Shymkent,High Value,0,4.0,28.0,3153.4599999999996,0.5080459770114943,889843.3428,451.91999999999996,4806.308,0.017545706766103217
CUST100091,Astana,Medium Value,0,0.4,39.0,1239.162,0.6000000000000001,18959.178600000003,855.28,3717.486000000001,0.00037383230535281513
CUST100092,Shymkent,Low Value,1,25.0,4.0,361.81,0.21149425287356324,27197.257700000002,7414.25,76.52073563218391,0.0005362686728034516
CUST100093,Astana,Medium Value,0,8.0,20.0,2180.7033333333334,0.4827586206896552,550453.1354,3210.7200000000003,3158.2599999999998,0.010853696193107611
CUST100094,Almaty,Medium Value,0,3.875,16.0,1181.63,0.464367816091954,261943.73840000003,5414.7699999999995,4389.687540229885,0.005164940616088016
CUST100095,Almaty,Medium Value,1,1.3333333333333333,17.0,1216.8500000000001,0.26436781609195403,78377.3085,862.8,965.0879310344828,0.001545424015569102
CUST100096,Karaganda,High Value,0,5.5,26.5,1167.775,0.6827586206896552,854624.4560000001,15038.76,6378.467586206897,0.016851269632397234
CUST100097,Karaganda,Medium Value,0,3.7777777777777777,38.0,748.7933333333334,0.818390804597701,514870.2960000001,8049.5,5515.2502068965505,0.010152082733761806
CUST100098,Shymkent,Low Value,0,1.0,31.0,329.895,0.4827586206896552,22446.0558,1205.58,955.5579310344827,0.0004425856711847172
CUST100099,Karaganda,Low Value,0,4.428571428571429,20.0,219.79,0.5057471264367817,32647.6066,12131.23,778.1071264367816,0.0006437372787621601
CUST100100,Shymkent,Low Value,0,6.5,11.5,307.56166666666667,0.4344827586206897,114671.29179999999,1582.23,801.7814482758621,0.002261059631105504
CUST100101,Almaty,Medium Value,0,3.0,14.5,877.79,0.34712643678160915,294516.10079999996,7872.24,2437.6329195402295,0.005807194248678371
CUST100102,Almaty,Medium Value,0,3.5714285714285716,30.0,848.0371428571428,0.6137931034482759,299306.2292,5680.5,3643.635448275862,0.005901644793213461
CUST100103,Astana,Medium Value,0,0.5,34.5,460.988,0.5655172413793104,438630.08200000005,853.75,2606.9666206896554,0.008648797408931753
CUST100104,Shymkent,Low Value,0,10.0,27.5,2707.21,0.4528735632183908,113756.96420000002,4641.5,1226.0238390804598,0.002243031149926699
CUST100105,Almaty,High Value,0,6.0,17.5,3027.1966666666667,0.33793103448275863,800723.7903,7021.44,3068.951103448276,0.015788469890709984
CUST100106,Almaty,Low Value,0,9.666666666666666,15.0,738.6866666666666,0.40229885057471265,146415.08419999998,3292.37,891.5183908045977,0.0028869757292603665
CUST100107,Shymkent,Low Value,0,3.6666666666666665,21.0,969.2333333333332,0.3977011494252874,35357.632,3607.01,1156.395632183908,0.0006971728765916297
CUST100108,Astana,Low Value,0,12.25,10.5,160.9225,0.47126436781609193,47922.7205,20189.469999999998,303.34816091954025,0.0009449281248552411
CUST100109,Astana,Low Value,0,30.0,20.0,2825.72,0.4942528735632184,146993.9544,14841.6,1396.6202298850574,0.0028983897459713037
CUST100110,Astana,Medium Value,0,21.5,19.5,4618.345,0.5471264367816092,207917.89190000002,15080.960000000001,5053.637287356322,0.004099672590935686
CUST100111,Astana,Low Value,0,1.0,24.0,391.456,0.3517241379310345,56663.256,1734.4499999999998,688.4226206896552,0.0011172718009669854
CUST100112,Almaty,Low Value,0,1.0,22.5,353.205,0.37471264367816093,118104.68789999999,1851.48,794.102275862069,0.002328758470086448
CUST100113,Shymkent,Medium Value,0,1.5555555555555556,27.0,671.0866666666666,0.5080459770114942,363413.5626,347.2,3068.4859310344823,0.00716569703622274
CUST100114,Shymkent,Medium Value,0,8.0,16.5,2856.42,0.3655172413793104,553117.1688,4713.6,2088.14151724138,0.010906224932272444
CUST100115,Almaty,Low Value,0,1.5555555555555556,23.0,204.66555555555556,0.4229885057471265,157434.8853,5649.0,779.1405977011495,0.0031042613900295777
CUST100116,Almaty,Low Value,0,4.714285714285714,11.5,232.46,0.4114942528735633,33488.1876,6624.089999999999,669.5916781609196,0.0006603116430685217
CUST100117,Almaty,Low Value,0,4.111111111111111,34.5,139.78555555555556,0.767816091954023,97374.618,10935.35,965.9663908045977,0.0019200081763979862
CUST100118,Karaganda,Medium Value,0,1.25,41.5,2156.1875,0.6666666666666667,7158.5425,2318.05,5749.833333333334,0.00014115033684745733
CUST100119,Shymkent,Medium Value,0,5.714285714285714,30.5,939.8442857142857,0.7241379310344829,85394.2518,3606.3999999999996,4764.03827586207,0.0016837823350782074
CUST100120,Shymkent,Medium Value,0,14.0,16.0,9539.11,0.3126436781609196,190496.0267,2013.76,2982.3424367816096,0.0037561526437549578
CUST100121,Shymkent,Low Value,0,5.0,11.5,217.71875,0.41379310344827586,104017.31,2384.4,720.7241379310344,0.0020509871030962505
CUST100122,Astana,Medium Value,0,1.2857142857142858,25.5,665.7114285714285,0.41609195402298854,90729.81059999998,2273.58,1938.980183908046,0.001788987538775666
CUST100123,Almaty,Medium Value,0,3.857142857142857,42.0,1065.1657142857143,0.825287356321839,272373.5248,11357.01,6153.4745747126435,0.005370592515704038
CUST100124,Almaty,Low Value,1,1.5,8.5,1107.065,0.12413793103448274,53759.076400000005,661.29,274.8575172413793,0.0010600079195546013
CUST100125,Almaty,Medium Value,0,1.0,23.5,687.83,0.3770114942528736,232073.84200000003,395.7,2593.1981609195404,0.004575973526983124
CUST100126,Karaganda,Medium Value,0,5.333333333333333,23.0,532.2944444444444,0.6873563218390805,451518.76249999995,6501.599999999999,3292.8835632183905,0.008902933162696467
CUST100127,Shymkent,Medium Value,0,1.375,13.0,545.65125,0.239080459770115,435386.0454,4899.4,1043.6364137931037,0.008584832312847531
CUST100128,Almaty,Medium Value,0,34.0,32.5,6485.48,0.7057471264367817,444709.3635999999,9552.980000000001,4577.108873563219,0.008768667151359145
CUST100129,Karaganda,Medium Value,0,1.0,10.5,4730.18,0.16091954022988508,270708.2014,457.47,761.1783908045978,0.005337756088614312
CUST100130,Almaty,High Value,0,2.0,22.0,1643.6259999999997,0.37011494252873567,582172.3291999999,4180.5,3041.652712643678,0.011479127262267259
CUST100131,Astana,High Value,0,3.0,16.0,4656.08,0.24827586206896554,718619.3872,1260.42,2311.9845517241383,0.014169555963157776
CUST100132,Shymkent,Medium Value,0,8.0,13.5,5929.7,0.25517241379310346,438204.83,2548.8,1513.0958620689655,0.00864041239717202
CUST100133,Karaganda,Medium Value,0,3.1,9.0,307.589,0.3195402298850575,25191.539099999998,10350.59,982.8705977011494,0.0004967204189499317
CUST100134,Almaty,Medium Value,0,0.75,37.5,974.3125,0.6160919540229886,241863.33500000002,2247.96,4802.1287356321845,0.004769000282711099
CUST100135,Shymkent,Low Value,0,7.75,16.5,446.9625,0.45747126436781615,61394.769,5264.42,817.8900000000001,0.0012105665818177137
CUST100136,Karaganda,Low Value,0,17.0,28.5,520.205,0.6183908045977011,38422.3413,5033.700000000001,643.3799770114942,0.0007576020421703121
CUST100137,Shymkent,Medium Value,0,8.0,3.5,1047.088,0.3126436781609196,180256.19919999997,13754.8,1636.8272183908048,0.0035542463058537916
CUST100138,Shymkent,Medium Value,0,4.833333333333333,20.5,1083.78,0.5126436781609196,511825.94279999996,11898.119999999999,3333.5577931034486,0.010092054944632573
CUST100139,Astana,High Value,0,0.375,25.0,1045.81,0.39080459770114945,625478.0448,630.1500000000001,3269.6588505747127,0.012333018448128093
CUST100140,Shymkent,Medium Value,0,3.142857142857143,12.0,1365.2285714285715,0.32413793103448274,4396.036,3606.46,3097.656551724138,8.667992991500001e-05
CUST100141,Karaganda,Medium Value,0,1.7142857142857142,21.0,1249.435714285714,0.34712643678160915,259232.922,4963.68,3035.9851724137925,0.005111489421519902
CUST100142,Shymkent,Medium Value,0,38.0,15.5,9888.13,0.503448275862069,616722.6680999999,13111.52,4978.161999999999,0.012160382136975175
CUST100143,Karaganda,Medium Value,0,6.333333333333333,12.5,1603.1433333333334,0.32873563218390806,57857.4429,3326.14,1581.031011494253,0.0011408184772902486
CUST100144,Shymkent,Medium Value,0,2.3333333333333335,26.5,1077.9066666666665,0.4482758620689656,23024.0864,1870.26,1449.5986206896553,0.00045398313287445887
CUST100145,Almaty,Medium Value,0,3.2857142857142856,26.0,664.4414285714286,0.554022988505747,385296.2956,11054.49,2576.810781609195,0.007597175250411309
CUST100146,Astana,Medium Value,0,6.5,23.0,3238.445,0.45977011494252873,293208.8103,4890.47,2977.880459770115,0.005781417424075811
CUST100147,Almaty,Medium Value,0,0.4,22.0,512.184,0.35862068965517246,438275.8488,458.88,1836.7977931034486,0.00864181272797155
CUST100148,Astana,Medium Value,0,3.0,2.0,911.1128571428571,0.14942528735632182,525274.7844,3171.8399999999997,953.0031034482757,0.01035723581378968
CUST100149,Karaganda,High Value,0,1.5555555555555556,3.0,986.5055555555555,0.11724137931034484,793209.657,1907.92,1040.933448275862,0.01564030810408768
CUST100150,Astana,Low Value,0,36.0,38.0,1741.54,0.8206896551724137,8411.6382,15297.48,1429.2638620689652,0.0001658585620423347
CUST100151,Shymkent,Low Value,0,3.5,22.5,645.305,0.39540229885057476,24018.252099999998,2257.5,510.31016091954024,0.0004735858415874668
CUST100152,Shymkent,Medium Value,1,2.1666666666666665,15.0,839.2233333333334,0.271264367816092,149096.4174,6113.900000000001,1365.9083218390806,0.0029398455815215314
CUST100153,Almaty,Medium Value,0,17.5,32.5,4909.75,0.7402298850574711,133741.59,1750.35,7268.687356321838,0.002637082964725645
CUST100154,Astana,Low Value,0,24.5,18.5,342.265,0.6436781609195403,33233.9315,1506.26,440.61701149425295,0.0006552982853688893
CUST100155,Karaganda,High Value,0,6.6,20.0,1973.384,0.5011494252873563,788366.908,11210.76,4944.801287356321,0.015544819999823765
CUST100156,Karaganda,High Value,0,1.5714285714285714,17.5,1382.8999999999999,0.3218390804597701,920790.1359999999,1506.78,3115.4988505747124,0.018155907834900196
CUST100157,Shymkent,Low Value,0,9.75,22.0,749.185,0.6206896551724138,266589.99039999995,13306.41,1860.0455172413792,0.005256554242029074
CUST100158,Karaganda,Medium Value,0,4.166666666666667,30.5,1486.8233333333335,0.5954022988505747,407954.5862,9078.0,5311.548183908047,0.008043945713892886
CUST100159,Shymkent,Low Value,0,15.333333333333334,31.0,58.93666666666667,0.7471264367816091,11253.9565,7163.12,132.0994252873563,0.0002219026779322232
CUST100160,Shymkent,Medium Value,0,9.75,31.5,1148.8025,0.7080459770114943,106011.4947,18586.23,3253.6199540229886,0.002090307934416459
CUST100161,Shymkent,Medium Value,0,6.0,26.0,1020.255,0.5287356321839081,164465.106,9324.0,2157.7806896551724,0.0032428815099655797
CUST100162,Almaty,High Value,0,5.5,17.0,2259.0775,0.4022988505747127,787243.3271999999,4110.4800000000005,3635.297126436782,0.015522665516785444
CUST100163,Almaty,Medium Value,0,43.0,19.5,4775.73,0.5655172413793104,13945.131599999999,8987.0,2700.7576551724137,0.000274966590297134
CUST100164,Shymkent,Medium Value,0,12.0,5.5,1059.3975,0.39999999999999997,225778.79520000002,17249.28,1695.0359999999998,0.004451849380721437
CUST100165,Shymkent,Medium Value,0,12.25,36.5,1607.9975,0.8758620689655171,561384.0872,7619.5,5633.536068965516,0.011069229945772112
CUST100166,Shymkent,Medium Value,0,7.666666666666667,30.0,636.735,0.786206896551724,46609.00199999999,6955.660000000001,3003.632689655172,0.0009190245545687283
CUST100167,Karaganda,Medium Value,1,2.4444444444444446,5.5,601.3266666666666,0.21839080459770116,531723.105,6915.259999999999,1181.9179310344828,0.010484382174210171
CUST100168,Shymkent,Medium Value,0,1.5,32.5,956.0110000000001,0.6022988505747127,11854.5364,1075.8,5758.043264367817,0.00023374476103626458
CUST100169,Shymkent,Low Value,0,3.0,24.0,350.98499999999996,0.464367816091954,186604.68509999997,8940.6,977.9168275862068,0.0036794241508210225
CUST100170,Astana,Medium Value,0,7.333333333333333,15.5,773.8733333333333,0.5149425287356323,164231.39879999997,6475.92,2391.0017471264373,0.0032382733302972074
CUST100171,Astana,Low Value,0,6.428571428571429,12.0,36.034285714285716,0.48045977011494256,3347.2248,8749.8,121.19117241379311,6.599973500529793e-05
CUST100172,Astana,Medium Value,0,4.571428571428571,9.0,1205.45,0.3264367816091954,132816.481,3712.32,2754.5225287356325,0.0026188418986188757
CUST100173,Astana,Low Value,0,36.0,6.0,1010.97,0.30344827586206896,70889.2164,11647.079999999998,306.77710344827585,0.0013977757027652344
CUST100174,Shymkent,Low Value,0,1.25,31.0,129.76875,0.5080459770114942,90391.7205,349.4,527.4279310344828,0.0017823211633927179
CUST100175,Astana,Medium Value,0,9.0,9.0,8840.11,0.19310344827586207,566739.4521,4178.43,1707.055724137931,0.01117482568115764
CUST100176,Karaganda,Medium Value,0,4.888888888888889,22.5,461.33666666666664,0.6505747126436782,385599.0261,6840.68,2701.2057241379307,0.007603144414113137
CUST100177,Karaganda,Medium Value,0,6.25,35.5,1726.055,0.7034482758620689,581680.535,11601.25,4856.761655172414,0.011469430188178557
CUST100178,Astana,Medium Value,0,0.4444444444444444,23.0,954.7422222222223,0.3931034482758621,7733.412,522.0,3377.8121379310346,0.00015248546876409113
CUST100179,Almaty,Medium Value,0,4.75,20.5,475.91625,0.5379310344827587,254862.6702,9854.539999999999,2048.0809655172416,0.00502531789796211
CUST100180,Karaganda,Low Value,0,5.111111111111111,24.5,298.81333333333333,0.632183908045977,81916.6872,16059.060000000001,1700.144827586207,0.001615212592746051
CUST100181,Karaganda,Low Value,0,6.0,36.5,296.37166666666667,0.7793103448275862,80820.55350000001,11097.0,1385.7930344827587,0.001593599304708039
CUST100182,Astana,Medium Value,0,4.666666666666667,15.0,678.9422222222222,0.48045977011494256,57438.511999999995,10864.56,2935.839816091954,0.0011325581033872077
CUST100183,Astana,Low Value,0,9.25,5.5,649.375,0.3218390804597701,73275.475,14626.84,835.9770114942529,0.0014448273484312538
CUST100184,Shymkent,Medium Value,0,13.0,9.5,2126.483333333333,0.4,403627.8015,9277.71,2551.78,0.007958631263657881
CUST100185,Karaganda,Medium Value,0,2.3333333333333335,14.5,1079.9033333333334,0.2735632183908046,70755.2664,1189.4399999999998,886.2654942528736,0.001395134510424654
CUST100186,Astana,Medium Value,0,5.25,22.5,442.87375,0.6252873563218391,229408.60249999998,15149.4,2215.3868505747123,0.004523421006242464
CUST100187,Astana,Low Value,0,13.0,22.0,1283.115,0.48965517241379314,236863.02899999998,12192.699999999999,1256.5677931034484,0.004670405509230273
CUST100188,Shymkent,Medium Value,0,3.3333333333333335,32.5,707.14,0.6137931034482759,2078.9916,6053.8,2604.225931034483,4.099303240052487e-05
